"","key","pct_imp","lambda_opt","address","city","country","end_date","event_code","event_type","event_type_string","first_event_code","first_event_id","gmaps_place_id","gmaps_url","lat","lng","location_name","name","parent_event_key","playoff_type","playoff_type_string","postal_code","short_name","start_date","state_prov","timezone","website","week","year","abbreviation","display_name","key2","pridge_mse"
"296","2017mosl",16.5966163906062,6.76676676676677,"Chaifetz Arena
1 S. Compton Ave
St. Louis, MO 63103
USA","St. Louis","USA","2017-03-11","mosl",0,"Regional","mosl",22475,NA,NA,NA,NA,"Chaifetz Arena","St. Louis Regional",NA,NA,NA,"63103","St. Louis","2017-03-08","MO","America/Chicago","http://www.stlfirst.org/",1,2017,NA,NA,NA,3124.69334713825
"297","2017mxtl",18.0997748592411,9.80980980980981,"ITESM Campus Toluca
Eduardo Monroy Cardenas 2000
San Antonio Buenavista, C.P.
Toluca de Lerdo, MEX 50110
Mexico","Toluca de Lerdo","Mexico","2017-03-04","mxtl",0,"Regional","mxtl",27217,NA,NA,NA,NA,"ITESM Campus Toluca","Toluca Regional",NA,NA,NA,"50110","Toluca","2017-03-01","MEX","America/Mexico_City",NA,0,2017,NA,NA,NA,1958.64497267206
"298","2017mxto",14.7124674624872,7.34734734734735,"ITESM Campus Laguna - Santiago Garza de la Mora
Paseo del Tecnologico #751
Torreon, COA 27250
Mexico","Torreon","Mexico","2017-04-01","mxto",0,"Regional","mxto",25411,NA,NA,NA,NA,"ITESM Campus Laguna - Santiago Garza de la Mora","Laguna Regional",NA,NA,NA,"27250","Laguna","2017-03-29","COA","America/Mexico_City","http://www.firstlagunaregional.com.mx/",4,2017,NA,NA,NA,2864.88542633316
"299","2017ncash",14.5886690911555,8.70870870870871,"UNC Asheville - Kimmel Arena
227 Campus Drive
Asheville, NC 28804
USA","Asheville","USA","2017-03-19","ncash",1,"District","ncash",22693,NA,NA,NA,NA,"UNC Asheville - Kimmel Arena","NC District - UNC Asheville Event",NA,NA,NA,"28804","UNC Asheville","2017-03-17","NC","America/New_York","http://www.firstnorthcarolina.org/",2,2017,"nc","FIRST North Carolina","2017nc",3724.41838641303
"300","2017ncgre",7.98287534340607,3.92392392392392,"UNC Greensboro - Fleming Gym
1408 Walker Avenue
Greensboro, NC 27412
USA","Greensboro","USA","2017-03-11","ncgre",1,"District","ncgre",22679,NA,NA,NA,NA,"UNC Greensboro - Fleming Gym","NC District - Greensboro Event",NA,NA,NA,"27412","Greensboro","2017-03-09","NC","America/New_York","http://www.firstnorthcarolina.org/",1,2017,"nc","FIRST North Carolina","2017nc",2097.52099553678
"301","2017ncral",11.9611282679947,6.70670670670671,"SE Raleigh Magnet High School
2600 Rock Quarry Road
Raleigh, NC 27610
USA","Raleigh","USA","2017-03-25","ncral",1,"District","ncral",22563,NA,NA,NA,NA,"SE Raleigh Magnet High School","NC District - Raleigh Event",NA,NA,NA,"27610","Raleigh","2017-03-23","NC","America/New_York","http://www.firstnorthcarolina.org/",3,2017,"nc","FIRST North Carolina","2017nc",2963.97511446751
"302","2017ncwin",12.1864262092213,8.08808808808809,"South Central High School
570 Forlines Road
Winterville, NC 28590
USA","Winterville","USA","2017-03-05","ncwin",1,"District","ncwin",22695,NA,NA,NA,NA,"South Central High School","NC District - Pitt County Event",NA,NA,NA,"28590","Pitt County","2017-03-03","NC","America/New_York","http://www.firstnorthcarolina.org/",0,2017,"nc","FIRST North Carolina","2017nc",2829.34802608742
"303","2017nhbed",11.8205749012301,6.44644644644645,"Bedford High School
47 Nashua Road
Bedford, NH 03110
USA","Bedford","USA","2017-03-26","nhbed",1,"District","nhbed",25291,NA,NA,NA,NA,"Bedford High School","NE District - Southern NH Event",NA,NA,NA,"03110","Southern NH","2017-03-24","NH","America/New_York","http://www.nefirst.org/",3,2017,"ne","New England","2017ne",2136.57639935067
"304","2017nhgrs",12.4320900693152,6.12612612612613,"Windham High School
64 London Bridge Road
Windham, NH 03087
USA","Windham","USA","2017-03-05","nhgrs",1,"District","nhgrs",22621,NA,NA,NA,NA,"Windham High School","NE District - Granite State Event",NA,NA,NA,"03087","Granite State","2017-03-03","NH","America/New_York","http://www.nefirst.org/",0,2017,"ne","New England","2017ne",3920.90440878683
"305","2017njbri",7.46493712079274,3.44344344344344,"Bridgewater-Raritan High School
600 Garretson Road
Bridgewater, NJ 08807
USA","Bridgewater","USA","2017-03-19","njbri",1,"District","njbri",22595,NA,NA,NA,NA,"Bridgewater-Raritan High School","MAR District - Bridgewater-Raritan Event",NA,NA,NA,"08807","Bridgewater-Raritan","2017-03-17","NJ","America/New_York","http://www.midatlanticrobotics.com/",2,2017,"mar","FIRST Mid-Atlantic","2017mar",2294.8342081516
"306","2017njfla",15.1799511305243,11.6716716716717,"Mount Olive High School
18 Corey Road
Flanders, NJ 07836
USA","Flanders","USA","2017-03-12","njfla",1,"District","njfla",22597,NA,NA,NA,NA,"Mount Olive High School","MAR District - Mount Olive Event",NA,NA,NA,"07836","Mount Olive","2017-03-10","NJ","America/New_York","http://www.midatlanticrobotics.com/",1,2017,"mar","FIRST Mid-Atlantic","2017mar",2666.41821764904
"307","2017njski",11.655528483414,6.08608608608609,"Montgomery Township High School
1016 Route 601
Skillman, NJ 08558
USA","Skillman","USA","2017-04-02","njski",1,"District","njski",22471,NA,NA,NA,NA,"Montgomery Township High School","MAR District - Montgomery Event",NA,NA,NA,"08558","Montgomery","2017-03-31","NJ","America/New_York","http://www.midatlanticrobotics.com/",4,2017,"mar","FIRST Mid-Atlantic","2017mar",2386.61553776271
"308","2017njtab",8.73727649149645,4.58458458458458,"Seneca High School
110 Carranza Road
Tabernacle, NJ 08088
USA","Tabernacle","USA","2017-03-26","njtab",1,"District","njtab",22599,NA,NA,NA,NA,"Seneca High School","MAR District - Seneca Event",NA,NA,NA,"08088","Seneca","2017-03-24","NJ","America/New_York","http://www.midatlanticrobotics.com/",3,2017,"mar","FIRST Mid-Atlantic","2017mar",2717.30496691466
"309","2017nvlv",20.0767392602985,6.62662662662663,"Cashman Center
850 N. Las Vegas Blvd
Las Vegas, NV 89101
USA","Las Vegas","USA","2017-04-08","nvlv",0,"Regional","nvlv",22527,NA,NA,NA,NA,"Cashman Center","Las Vegas Regional",NA,NA,NA,"89101","Las Vegas","2017-04-05","NV","America/Los_Angeles","http://www.firstnevada.org",5,2017,NA,NA,NA,2567.13145455552
"310","2017nyli",15.328490025748,5.62562562562563,"Hofstra University
Hofstra Arena
Hempstead, NY 11550
USA","Hempstead","USA","2017-04-01","nyli",0,"Regional","nyli",22535,NA,NA,NA,NA,"Hofstra University","SBPLI Long Island Regional",NA,NA,NA,"11550","SBPLI Long Island","2017-03-29","NY","America/New_York","http://www.sbpli-lifirst.org",4,2017,NA,NA,NA,3308.96620971299
"311","2017nyny",16.6724866832986,7.14714714714715,"The Armory Track & Field Center
216 Fort Washington Avenue
New York, NY 10032
USA","New York","USA","2017-04-09","nyny",0,"Regional","nyny",22503,NA,NA,NA,NA,"The Armory Track & Field Center","New York City Regional",NA,NA,NA,"10032","New York City","2017-04-06","NY","America/New_York","http://www.nycfirst.org",5,2017,NA,NA,NA,3194.07413870283
"312","2017nyro",15.23445685544,6.22622622622623,"Gordon Field House
Rochester Institute of Technology
149 Lomb Memorial Drive
Rochester, NY 14623
USA","Rochester","USA","2017-03-18","nyro",0,"Regional","nyro",22481,NA,NA,NA,NA,"Gordon Field House","Finger Lakes Regional ",NA,NA,NA,"14623","Finger Lakes","2017-03-15","NY","America/New_York","http://upstatenyfirst.org/",2,2017,NA,NA,NA,2714.5066550169
"313","2017nysu",16.9041884732392,6.70670670670671,"Rockland Community College - Athletic Center
145 College Road
Suffern, NY 10901
USA","Suffern","USA","2017-03-26","nysu",0,"Regional","nysu",25513,NA,NA,NA,NA,"Rockland Community College - Athletic Center","Hudson Valley Regional",NA,NA,NA,"10901","Hudson Valley","2017-03-23","NY","America/New_York","http://www.nycfirst.org",3,2017,NA,NA,NA,3492.46127782114
"314","2017nytr",9.79887414016824,4.78478478478478,"Rensselaer Polytechnic Institute
ECAV Arena
Peoples Drive
Troy, NY 12180
USA","Troy","USA","2017-03-18","nytr",0,"Regional","nytr",22627,NA,NA,NA,NA,"Rensselaer Polytechnic Institute","New York Tech Valley Regional",NA,NA,NA,"12180","New York Tech Valley","2017-03-15","NY","America/New_York","http://www.techvalleyfirst.org",2,2017,NA,NA,NA,3349.08683587328
"315","2017ohcl",20.4685523776851,6.64664664664665,"Cleveland State University - Wolstein Center
2000 Prospect Street
Cleveland, OH 44115
USA","Cleveland","USA","2017-04-01","ohcl",0,"Regional","ohcl",22513,NA,NA,NA,NA,"Cleveland State University - Wolstein Center","Buckeye Regional",NA,NA,NA,"44115","Buckeye","2017-03-29","OH","America/New_York","http://www.firstbuckeye.org/",4,2017,NA,NA,NA,2888.98234675632
"316","2017ohsp",20.0576047080919,16.5765765765766,"Wittenberg University
200 W. Ward Street
Springfield, OH 45504
USA","Springfield","USA","2017-03-11","ohsp",0,"Regional","ohsp",25619,NA,NA,NA,NA,"Wittenberg University","Miami Valley Regional",NA,NA,NA,"45504","Miami Valley","2017-03-08","OH","America/New_York",NA,1,2017,NA,NA,NA,3061.4854125084
"317","2017okok",23.9341699693558,6.26626626626627,"Cox Arena - SMG Convention Center
One Myriad Gardens
Oklahoma City, OK 73102
USA","Oklahoma City","USA","2017-03-25","okok",0,"Regional","okok",22543,NA,NA,NA,NA,"Cox Arena - SMG Convention Center","Oklahoma Regional ",NA,NA,NA,"73102","Oklahoma","2017-03-22","OK","America/Chicago","http://first-oklahoma.com/",3,2017,NA,NA,NA,2887.4346994722
"318","2017onbar",15.2062097258964,12.8328328328328,"Georgian College - Athletic Fitness Centre
1 Georgian Drive
Barrie, ON L4M 3X9
Canada","Barrie","Canada","2017-03-26","onbar",1,"District","onbar",24813,NA,NA,NA,NA,"Georgian College - Athletic Fitness Centre","ONT District - Georgian College Event",NA,NA,NA,"L4M 3X9","Georgian College","2017-03-24","ON","America/Toronto","http://www.firstroboticscanada.org",3,2017,"ont","FIRST Canada - Ontario","2017ont",3683.41378744575
"319","2017onham",12.6001530203706,6.98698698698699,"McMaster University
1280 Main Street West
Hamilton, ON L8S 4L8
Canada","Hamilton","Canada","2017-04-09","onham",1,"District","onham",24817,NA,NA,NA,NA,"McMaster University","ONT District - McMaster University Event",NA,NA,NA,"L8S 4L8","McMaster University","2017-04-07","ON","America/Toronto","http://www.firstroboticscanada.org",5,2017,"ont","FIRST Canada - Ontario","2017ont",2704.38995360296
"320","2017onlon",14.4375685187175,9.98998998998999,"Western University
1151 Richmond Street
London, ON N6A 3K7
Canada","London","Canada","2017-04-02","onlon",1,"District","onlon",24815,NA,NA,NA,NA,"Western University","ONT District - Western University, Engineering Event",NA,NA,NA,"N6A 3K7","Western University, Engineering","2017-03-31","ON","America/Toronto","http://www.firstroboticscanada.org",4,2017,"ont","FIRST Canada - Ontario","2017ont",3564.02097540493
"321","2017onnob",9.0249718063528,4.18418418418418,"Nipissing University
Robert J. Surtees Athletic Centre
100 College Drive
North Bay, ON P1B 8K9
Canada","North Bay","Canada","2017-04-08","onnob",1,"District","onnob",22619,NA,NA,NA,NA,"Nipissing University","ONT District - North Bay Event",NA,NA,NA,"P1B 8K9","North Bay","2017-04-06","ON","America/Toronto","http://www.firstroboticscanada.org",5,2017,"ont","FIRST Canada - Ontario","2017ont",2763.01810836846
"322","2017onosh",8.67970836183571,4.08408408408408,"Durham College
Campus Wellness & Recreation Center
2000 Simcoe Street North
Oshawa, ON L1H 7K4
Canada","Oshawa","Canada","2017-03-05","onosh",1,"District","onosh",24811,NA,NA,NA,NA,"Durham College","ONT District - Durham College Event",NA,NA,NA,"L1H 7K4","Durham College","2017-03-03","ON","America/Toronto","http://www.firstroboticscanada.org",0,2017,"ont","FIRST Canada - Ontario","2017ont",2987.30492442686
"323","2017onto1",8.07039263033383,4.004004004004,"Ryerson University
Mattamy Athletic Centre
50 Carlton Street
Toronto, ON M5B 1J2
Canada","Toronto","Canada","2017-03-12","onto1",1,"District","onto1",22523,NA,NA,NA,NA,"Ryerson University","ONT District - Ryerson University Event",NA,NA,NA,"M5B 1J2","Ryerson University","2017-03-10","ON","America/Toronto","http://www.firstroboticscanada.org",1,2017,"ont","FIRST Canada - Ontario","2017ont",2550.97522584899
"324","2017onto2",7.31808670821625,3.46346346346346,"Victoria Park Collegiate
15 Wallingford Road
Toronto, ON M3A 2V1
Canada","Toronto","Canada","2017-03-19","onto2",1,"District","onto2",22575,NA,NA,NA,NA,"Victoria Park Collegiate","ONT District - Victoria Park Collegiate Event",NA,NA,NA,"M3A 2V1","Victoria Park Collegiate","2017-03-17","ON","America/Toronto","http://www.firstroboticscanada.org",2,2017,"ont","FIRST Canada - Ontario","2017ont",2653.21598382517
"325","2017onwat",12.2742122103958,6.88688688688689,"University of Waterloo
Physical Activities Complex
200 University Avenue West
Waterloo, ON N2L 3G1
Canada","Waterloo","Canada","2017-03-25","onwat",1,"District","onwat",22517,NA,NA,NA,NA,"University of Waterloo","ONT District - University of Waterloo Event",NA,NA,NA,"N2L 3G1","University of Waterloo","2017-03-23","ON","America/Toronto","http://www.firstroboticscanada.org",3,2017,"ont","FIRST Canada - Ontario","2017ont",3419.16803277678
"326","2017onwin",10.3064753492337,5.36536536536537,"University of Windsor
St. Denis Centre
2555 College Avenue
Windsor, ON N9B 3P4
Canada","Windsor","Canada","2017-04-01","onwin",1,"District","onwin",22647,NA,NA,NA,NA,"University of Windsor","ONT District - Windsor Essex Great Lakes Event",NA,NA,NA,"N9B 3P4","Windsor Essex Great Lakes","2017-03-30","ON","America/New_York","http://www.firstroboticscanada.org",4,2017,"ont","FIRST Canada - Ontario","2017ont",2573.82175575352
"327","2017orlak",13.2509193195888,7.36736736736737,"Lake Oswego High School
2501 Country Club Rd
Lake Oswego, OR 97034
USA","Lake Oswego","USA","2017-04-01","orlak",1,"District","orlak",22643,NA,NA,NA,NA,"Lake Oswego High School","PNW District - Lake Oswego Event",NA,NA,NA,"97034","Lake Oswego","2017-03-30","OR","America/Los_Angeles","http://www.firstwa.org",4,2017,"pnw","Pacific Northwest","2017pnw",3196.49864237978
"328","2017orore",10.2896968230712,5.68568568568569,"Clackamas Academy
1306 12th Street
Oregon City, OR 97045
USA","Oregon City","USA","2017-03-25","orore",1,"District","orore",22633,NA,NA,NA,NA,"Clackamas Academy","PNW District - Clackamas Academy of Industrial Science Event",NA,NA,NA,"97045","Clackamas Academy of Industrial Science","2017-03-23","OR","America/Los_Angeles","http://www.firstwa.org/",3,2017,"pnw","Pacific Northwest","2017pnw",2728.1121262743
"329","2017orwil",9.1618405306229,4.64464464464464,"Wilsonville High School
6800 SW Wilsonville Road
Wilsonville, OR 97070
USA","Wilsonville","USA","2017-03-11","orwil",1,"District","orwil",22649,NA,NA,NA,NA,"Wilsonville High School","PNW District - Wilsonville Event",NA,NA,NA,"97070","Wilsonville","2017-03-09","OR","America/Los_Angeles","http://oregonfirst.org/",1,2017,"pnw","Pacific Northwest","2017pnw",2747.8822516104
"330","2017paca",15.8941062106982,8.42842842842843,"Convocation Center at
California University of Pennsylvania 
Riverview Drive
California, PA 15419
USA","California","USA","2017-03-18","paca",0,"Regional","paca",22489,NA,NA,NA,NA,"Convocation Center at","Greater Pittsburgh Regional",NA,NA,NA,"15419","Greater Pittsburgh","2017-03-15","PA","America/New_York","http://www.pittsburghfirst.org",2,2017,NA,NA,NA,3209.11594973181
"331","2017pahat",12.3929340923075,4.78478478478478,"Hatboro-Horsham High School
899 Horsham Road
Horsham, PA 19044
USA","Horsham","USA","2017-03-05","pahat",1,"District","pahat",22593,NA,NA,NA,NA,"Hatboro-Horsham High School","MAR District - Hatboro-Horsham Event",NA,NA,NA,"19044","Hatboro-Horsham","2017-03-03","PA","America/New_York","http://www.midatlanticrobotics.com/",0,2017,"mar","FIRST Mid-Atlantic","2017mar",3032.3713634836
"332","2017paphi",8.10558001092153,3.78378378378378,"Springside Chestnut Hill Academy
500 West Willow Grove Avenue
Philadelphia, PA 19118
USA","Philadelphia","USA","2017-03-19","paphi",1,"District","paphi",22615,NA,NA,NA,NA,"Springside Chestnut Hill Academy","MAR District - Springside Chestnut Hill Academy Event",NA,NA,NA,"19118","Springside Chestnut Hill Academy","2017-03-17","PA","America/New_York","http://www.midatlanticrobotics.com/",2,2017,"mar","FIRST Mid-Atlantic","2017mar",2582.77216468662
"333","2017pawch",10.1663835363122,5.24524524524525,"Westtown School
975 Westtown Road
West Chester, PA 19382
USA","West Chester","USA","2017-03-12","pawch",1,"District","pawch",22637,NA,NA,NA,NA,"Westtown School","MAR District - Westtown Event",NA,NA,NA,"19382","Westtown","2017-03-10","PA","America/New_York","http://www.midatlanticrobotics.com",1,2017,"mar","FIRST Mid-Atlantic","2017mar",2752.65806258466
"334","2017qcmo",17.0408993998947,5.62562562562563,"Centre Claude-Robillard
1000 Avenue Emile-Journault
Montreal, QC H2M 2E7
Canada","Montreal","Canada","2017-03-25","qcmo",0,"Regional","qcmo",22589,NA,NA,NA,NA,"Centre Claude-Robillard","Festival de Robotique - Montreal Regional",NA,NA,NA,"H2M 2E7","Festival de Robotique - Montreal","2017-03-22","QC","America/Toronto","http://www.robotiquefirstquebec.org/",3,2017,NA,NA,NA,3252.99098184158
"335","2017ripro",10.3458579245302,5.20520520520521,"Bryant University
1150 Douglas Pike
Smithfield, RI 02917
USA","Smithfield","USA","2017-03-26","ripro",1,"District","ripro",22509,NA,NA,NA,NA,"Bryant University","NE District - Rhode Island Event",NA,NA,NA,"02917","Rhode Island","2017-03-24","RI","America/New_York","http://www.nefirst.org/",3,2017,"ne","New England","2017ne",2292.0923046748
"336","2017scmb",26.5883663365621,9.60960960960961,"Myrtle Beach Convention Center
2101 Oak Street
Myrtle Beach, SC 29578
USA","Myrtle Beach","USA","2017-03-04","scmb",0,"Regional","scmb",22531,NA,NA,NA,NA,"Myrtle Beach Convention Center","Palmetto Regional",NA,NA,NA,"29578","Palmetto","2017-03-01","SC","America/New_York","http://www.myrtlebeachfirstrobotics.com",0,2017,NA,NA,NA,2720.18696388324
"337","2017tnkn",16.9893180117865,6.90690690690691,"Thompson-Boling Arena - University of Tennessee
1600 Phillip Fulmer Way #202
Knoxville, TN 37996
USA","Knoxville","USA","2017-03-25","tnkn",0,"Regional","tnkn",22573,NA,NA,NA,NA,"Thompson-Boling Arena - University of Tennessee","Smoky Mountains Regional",NA,NA,NA,"37996","Smoky Mountains","2017-03-22","TN","America/New_York","http://tnfirst.org/events/",3,2017,NA,NA,NA,3338.26526846145
